,time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,lad_code,lad_name,characteristic,characteristic_type,gender,children_number,average_elgs,elg_number,elg_percentage,comm_lang_lit_number,comm_lang_lit_percentage,gld_number,gld_percentage
114,202122,Academic year,National,E92000001,England,,,,,,,,SEN provision,Unclassified,Total,6801,8.900000,1766,26.000000,1960,28.800000,1875,27.600000
115,202122,Academic year,National,E92000001,England,,,,,,,,SEN provision,Unclassified,Girls,3341,9.700000,976,29.200000,1077,32.200000,1029,30.800000
116,202122,Academic year,National,E92000001,England,,,,,,,,SEN provision,Unclassified,Boys,3460,8.200000,790,22.800000,883,25.500000,846,24.500000
117,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Specific learning difficulty,Total,1351,5.700000,139,10.300000,185,13.700000,146,10.800000
118,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Specific learning difficulty,Girls,420,5.600000,42,10.000000,53,12.600000,44,10.500000
119,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Specific learning difficulty,Boys,931,5.800000,97,10.400000,132,14.200000,102,11.000000
120,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Moderate learning difficulty,Total,2921,5.400000,277,9.500000,346,11.800000,298,10.200000
121,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Moderate learning difficulty,Girls,994,6.000000,103,10.400000,126,12.700000,108,10.900000
122,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Moderate learning difficulty,Boys,1927,5.200000,174,9.000000,220,11.400000,190,9.900000
123,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Severe learning difficulty,Total,1267,0.700000,15,1.200000,17,1.300000,16,1.300000
124,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Severe learning difficulty,Girls,429,0.700000,6,1.400000,6,1.400000,6,1.400000
125,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Severe learning difficulty,Boys,838,0.700000,9,1.100000,11,1.300000,10,1.200000
126,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Profound and multiple learning difficulties,Total,659,0.600000,3,0.500000,7,1.100000,4,0.600000
127,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Profound and multiple learning difficulties,Girls,275,0.600000,2,0.700000,5,1.800000,2,0.700000
128,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Profound and multiple learning difficulties,Boys,384,0.600000,1,0.300000,2,0.500000,2,0.500000
129,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,"Social, emotional and mental health",Total,6616,8.700000,1217,18.400000,1768,26.700000,1297,19.600000
130,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,"Social, emotional and mental health",Girls,1541,9.900000,405,26.300000,531,34.500000,429,27.800000
131,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,"Social, emotional and mental health",Boys,5075,8.400000,812,16.000000,1237,24.400000,868,17.100000
132,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,"Speech, language and communication needs",Total,35092,7.700000,7132,20.300000,8179,23.300000,7584,21.600000
133,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,"Speech, language and communication needs",Girls,10444,8.500000,2638,25.300000,2916,27.900000,2755,26.400000
134,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,"Speech, language and communication needs",Boys,24648,7.300000,4494,18.200000,5263,21.400000,4829,19.600000
135,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Hearing impairment,Total,997,9.900000,327,32.800000,347,34.800000,335,33.600000
136,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Hearing impairment,Girls,428,11.000000,172,40.200000,181,42.300000,175,40.900000
137,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Hearing impairment,Boys,569,9.100000,155,27.200000,166,29.200000,160,28.100000
138,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Visual impairment,Total,541,10.400000,196,36.200000,219,40.500000,204,37.700000
139,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Visual impairment,Girls,244,11.200000,106,43.400000,115,47.100000,107,43.900000
140,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Visual impairment,Boys,297,9.700000,90,30.300000,104,35.000000,97,32.700000
141,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Multi-sensory impairment,Total,240,8.600000,59,24.600000,77,32.100000,65,27.100000
142,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Multi-sensory impairment,Girls,88,8.200000,24,27.300000,30,34.100000,25,28.400000
143,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Multi-sensory impairment,Boys,152,8.800000,35,23.000000,47,30.900000,40,26.300000
144,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Physical disability,Total,1959,8.700000,497,25.400000,611,31.200000,519,26.500000
145,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Physical disability,Girls,867,9.200000,253,29.200000,295,34.000000,257,29.600000
146,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Physical disability,Boys,1092,8.300000,244,22.300000,316,28.900000,262,24.000000
147,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Autistic spectrum disorder,Total,8319,3.800000,651,7.800000,912,11.000000,710,8.500000
148,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Autistic spectrum disorder,Girls,1970,4.300000,210,10.700000,268,13.600000,225,11.400000
149,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Autistic spectrum disorder,Boys,6349,3.700000,441,6.900000,644,10.100000,485,7.600000
150,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Other difficulty or disability,Total,1565,7.900000,373,23.800000,435,27.800000,386,24.700000
151,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Other difficulty or disability,Girls,590,8.700000,166,28.100000,186,31.500000,169,28.600000
152,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,Other difficulty or disability,Boys,975,7.500000,207,21.200000,249,25.500000,217,22.300000
153,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,SEN support but no specialist assessment of type of need,Total,1507,7.800000,276,18.300000,351,23.300000,297,19.700000
154,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,SEN support but no specialist assessment of type of need,Girls,440,8.300000,93,21.100000,111,25.200000,98,22.300000
155,202122,Academic year,National,E92000001,England,,,,,,,,SEN primary need,SEN support but no specialist assessment of type of need,Boys,1067,7.600000,183,17.200000,240,22.500000,199,18.700000
