,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
116,Wandsworth,London,E09000032,389,272,0.699228791773779,389,382,0.9820051413881749,389,381,0.9794344473007712,389,378,0.9717223650385605,389,376,0.9665809768637532,389,262,0.6735218508997429,January 2022 - March 2022,887,,0.42964693665628245,0.4499728113104948,0.43980987398338867,No
117,Westminster,London,E09000033,180,DK,-,180,DK,-,180,DK,-,180,DK,-,180,DK,-,180,DK,-,January 2022 - March 2022,464,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
118,Bracknell Forest,South East,E06000036,281,260,0.9252669039145908,281,278,0.9893238434163701,281,278,0.9893238434163701,281,279,0.9928825622775801,281,278,0.9893238434163701,281,259,0.9217081850533808,January 2022 - March 2022,357,,0.8060863411181882,0.8194244604316546,0.8127554007749214,No
119,Brighton and Hove,South East,E06000043,495,448,0.9050505050505051,495,469,0.9474747474747475,495,464,0.9373737373737374,495,463,0.9353535353535354,495,461,0.9313131313131313,495,426,0.8606060606060606,January 2022 - March 2022,587,,0.850624192854068,0.8415672913117547,0.8460957420829114,No
120,Buckinghamshire,South East,E06000060,1152,1032,0.8958333333333334,1152,1108,0.9618055555555556,1152,1120,0.9722222222222222,1152,1101,0.9557291666666666,1152,1098,0.953125,1152,994,0.8628472222222222,January 2022 - March 2022,1538,,0.7594291539245668,0.75,0.7547145769622834,No
121,East Sussex,South East,E10000011,1102,1010,0.9165154264972777,1102,1070,0.9709618874773139,1102,1084,0.9836660617059891,1102,1048,0.9509981851179673,1102,1036,0.9401088929219601,1102,956,0.867513611615245,January 2022 - March 2022,1254,,0.9103676166873192,0.8629600626468285,0.8866638396670738,No
122,Hampshire,South East,E10000014,3003,2627,0.8747918747918748,3003,2783,0.9267399267399268,3003,2846,0.9477189477189477,3003,2762,0.9197469197469198,3003,2579,0.8588078588078588,3003,2453,0.8168498168498168,January 2022 - March 2022,3536,,0.8776084915878403,0.8647456421202419,0.8711770668540411,No
123,Isle of Wight,South East,E06000046,207,179,0.8647342995169082,207,192,0.927536231884058,207,198,0.9565217391304348,207,190,0.9178743961352657,207,184,0.8888888888888888,207,166,0.8019323671497585,January 2022 - March 2022,249,,0.8822412155745489,0.8570110701107011,0.8696261428426251,No
124,Kent,South East,E10000016,3427,3021,0.8815290341406478,3427,3180,0.9279252990954188,3427,2860,0.8345491683688357,3427,3214,0.9378465129851182,3427,3129,0.9130434782608695,3427,2548,0.7435074409104173,January 2022 - March 2022,4143,,0.7839943342776204,0.8167732415150024,0.8003837878963114,No
125,Medway,South East,E06000035,736,636,0.8641304347826086,736,714,0.970108695652174,736,698,0.9483695652173914,736,667,0.90625,736,665,0.9035326086956522,736,598,0.8125,January 2022 - March 2022,882,,0.8310911808669657,0.8041654613827017,0.8176283211248336,No
126,Oxfordshire,South East,E10000025,919,818,0.8900979325353645,919,879,0.956474428726877,919,897,0.9760609357997824,919,865,0.941240478781284,919,869,0.9455930359085963,919,780,0.8487486398258978,January 2022 - March 2022,2038,,0.4700764566306354,0.46060449496254197,0.46534047579658866,No
127,Portsmouth,South East,E06000044,445,372,0.8359550561797753,445,423,0.950561797752809,445,434,0.9752808988764045,445,410,0.9213483146067416,445,411,0.9235955056179775,445,348,0.7820224719101123,January 2022 - March 2022,563,,0.6289252543122512,0.6466575716234653,0.6377914129678582,No
128,Reading,South East,E06000038,298,264,0.8859060402684564,298,294,0.9865771812080537,298,292,0.9798657718120806,298,288,0.9664429530201343,298,287,0.9630872483221476,298,259,0.8691275167785235,January 2022 - March 2022,529,,0.6297747306562194,0.6126727012863268,0.621223715971273,No
129,Slough,South East,E06000039,478,344,0.7196652719665272,478,447,0.9351464435146444,478,447,0.9351464435146444,478,440,0.9205020920502092,478,415,0.8682008368200836,478,350,0.7322175732217573,January 2022 - March 2022,478,,0.7921908893709327,0.8572769953051643,0.8247339423380485,No
130,Southampton,South East,E06000045,467,390,0.8351177730192719,467,450,0.9635974304068522,467,449,0.961456102783726,467,427,0.9143468950749465,467,425,0.9100642398286938,467,367,0.7858672376873662,January 2022 - March 2022,702,,0.625090645395214,0.6298867373036171,0.6274886913494155,No
131,Surrey,South East,E10000030,1984,1829,0.921875,1984,1829,0.921875,1984,1820,0.9173387096774194,1984,1871,0.9430443548387096,1984,1824,0.9193548387096774,1984,1603,0.8079637096774194,January 2022 - March 2022,2491,,0.543302131676237,0.4162598686192973,0.47978100014776714,No
132,West Berkshire,South East,E06000037,302,284,0.9403973509933775,302,295,0.9768211920529801,302,295,0.9768211920529801,302,296,0.9801324503311258,302,246,0.8145695364238411,302,246,0.8145695364238411,January 2022 - March 2022,408,,0.5916197623514696,0.5861214374225526,0.5888705998870112,No
133,West Sussex,South East,E10000032,1956,1480,0.7566462167689162,1956,1564,0.7995910020449898,1956,1564,0.7995910020449898,1956,1544,0.7893660531697342,1956,1559,0.7970347648261759,1956,1275,0.651840490797546,January 2022 - March 2022,2310,,0.888427368178147,0.8661417322834646,0.8772845502308058,No
134,Windsor and Maidenhead,South East,E06000040,201,172,0.8557213930348259,201,183,0.9104477611940298,201,180,0.8955223880597015,201,189,0.9402985074626866,201,181,0.900497512437811,201,148,0.736318407960199,January 2022 - March 2022,415,,0.5548302872062664,0.5246913580246914,0.5397608226154789,No
135,Wokingham,South East,E06000041,383,360,0.9399477806788512,383,374,0.9765013054830287,383,377,0.9843342036553525,383,379,0.9895561357702349,383,374,0.9765013054830287,383,351,0.9164490861618799,January 2022 - March 2022,487,,0.8371843095110156,0.7985648385443362,0.8178745740276759,No
136,Bath and North East Somerset,South West,E06000022,420,364,0.8666666666666667,420,401,0.9547619047619048,420,405,0.9642857142857143,420,401,0.9547619047619048,420,397,0.9452380952380952,420,349,0.830952380952381,January 2022 - March 2022,450,,0.9480069324090121,0.9409403669724771,0.9444736496907447,No
137,"Bournemouth, Christchurch and Poole",South West,E06000058,746,648,0.868632707774799,746,682,0.9142091152815014,746,667,0.8941018766756033,746,677,0.9075067024128687,746,685,0.9182305630026809,746,678,0.9088471849865952,January 2022 - March 2022,892,,0.726664809139036,0.755066589461494,0.7408656993002649,No
138,Bristol,South West,E06000023,1176,1055,0.8971088435374149,1176,1144,0.9727891156462585,1176,1119,0.951530612244898,1176,1125,0.9566326530612245,1176,1119,0.951530612244898,1176,1007,0.8562925170068028,January 2022 - March 2022,1291,,0.8785245268443415,0.8912617554858934,0.8848931411651174,No
139,Cornwall and Isles of Scilly,South West,E06000052,1047,953,0.9102196752626552,1047,1003,0.9579751671442216,1047,1017,0.9713467048710601,1047,998,0.9531996179560649,1047,977,0.933142311365807,1047,903,0.8624641833810889,January 2022 - March 2022,1146,,Could Not Calculate Response Rate,0.9092945128779395,0.9092945128779395,No
140,Devon,South West,E10000008,784,678,0.8647959183673469,784,736,0.9387755102040817,784,747,0.9528061224489796,784,712,0.9081632653061225,784,706,0.9005102040816326,784,644,0.8214285714285714,January 2022 - March 2022,1821,,0.5316214233308878,0.5078497336697505,0.5197355785003192,No
141,Dorset,South West,E06000059,590,506,0.8576271186440678,590,531,0.9,590,515,0.8728813559322034,590,542,0.9186440677966101,590,529,0.8966101694915254,590,534,0.9050847457627119,January 2022 - March 2022,725,,0.7415416811998605,0.7560455192034139,0.7487936002016372,No
142,Gloucestershire,South West,E10000013,1417,1190,0.839802399435427,1417,1311,0.9251940719830628,1417,1382,0.9752999294283698,1417,1347,0.9505998588567396,1417,1318,0.9301340860973889,1417,1121,0.7911079745942131,January 2022 - March 2022,1679,,0.8490596367143546,0.8329916416968932,0.8410256392056239,No
143,North Somerset,South West,E06000024,397,325,0.818639798488665,397,381,0.9596977329974811,397,374,0.9420654911838791,397,382,0.9622166246851386,397,373,0.9395465994962217,397,304,0.7657430730478589,January 2022 - March 2022,584,,0.5379777455249153,0.5006753714542999,0.5193265584896076,No
144,Plymouth,South West,E06000026,429,354,0.8251748251748252,429,387,0.9020979020979021,429,405,0.9440559440559441,429,392,0.9137529137529138,429,387,0.9020979020979021,429,328,0.7645687645687645,January 2022 - March 2022,714,,0.6509470429068419,0.5971631205673759,0.6240550817371089,No
145,Somerset,South West,E10000027,1034,803,0.776595744680851,1034,853,0.8249516441005803,1034,858,0.8297872340425532,1034,845,0.8172147001934236,1034,845,0.8172147001934236,1034,769,0.7437137330754352,January 2022 - March 2022,998,,0.769461639467267,0.989387361312108,0.8794245003896874,No
146,South Gloucestershire,South West,E06000025,621,561,0.9033816425120773,621,596,0.9597423510466989,621,593,0.9549114331723028,621,589,0.9484702093397746,621,578,0.9307568438003221,621,525,0.8454106280193237,January 2022 - March 2022,858,,0.586057336295356,0.5633201098565761,0.5746887230759661,No
147,Swindon,South West,E06000030,626,570,0.9105431309904153,626,602,0.9616613418530351,626,606,0.9680511182108626,626,598,0.9552715654952076,626,588,0.939297124600639,626,560,0.8945686900958466,January 2022 - March 2022,717,,0.8547297297297297,0.8114754098360656,0.8331025697828977,No
148,Torbay,South West,E06000027,204,194,0.9509803921568627,204,170,0.8333333333333334,204,184,0.9019607843137255,204,176,0.8627450980392157,204,204,1,204,151,0.7401960784313726,January 2022 - March 2022,262,,0.5853448275862069,0.7724687144482366,0.6789067710172217,No
149,Wiltshire,South West,E06000054,1000,908,0.908,1000,838,0.838,1000,888,0.888,1000,871,0.871,1000,849,0.849,1000,797,0.797,January 2022 - March 2022,1285,,0.7758689572512985,0.7647174640677299,0.7702932106595142,No
0,County Durham,North East,E06000047,4302,3851,0.895165039516504,4302,4118,0.9572291957229195,4302,4133,0.9607159460715946,4302,4055,0.9425848442584844,4302,4006,0.9311947931194793,4302,3681,0.8556485355648535,Annual,4733,64.500000,0.8945726762320648,0.9089372491020494,0.9017549626670571,No
1,Darlington,North East,E06000005,1120,1062.6666666666667,0.9488095238095239,1087,1074,0.9880404783808647,1087,1072,0.9862005519779209,1087,1063,0.9779208831646734,1087,1052,0.9678012879484821,1087,1036,0.953081876724931,Annual,1035,66.000000,1.0372137404580153,1.0502415458937198,1.0437276431758675,No
2,Gateshead,North East,E08000037,1490,1296,0.8697986577181208,1490,1412,0.9476510067114094,1490,1413,0.9483221476510068,1490,1386,0.9302013422818792,1490,1381,0.9268456375838926,1490,1248,0.8375838926174497,Annual,1843,62.900000,0.7525252525252525,0.8084644601193706,0.7804948563223115,No
3,Hartlepool,North East,E06000001,892,682,0.7645739910313901,892,701,0.7858744394618834,892,581,0.6513452914798207,892,742,0.8318385650224215,892,710,0.7959641255605381,892,530,0.594170403587444,Annual,1003,64.400000,0.9350104821802935,0.8893320039880359,0.9121712430841646,No
4,Middlesbrough,North East,E06000002,1558,1386,0.889602053915276,1558,1508,0.9679075738125802,1558,1504,0.9653401797175867,1558,1440,0.9242618741976893,1558,1440,0.9242618741976893,1558,1334,0.8562259306803595,Annual,1623,56.500000,0.9058139534883721,0.9599507085643869,0.9328823310263795,No
5,Newcastle upon Tyne,North East,E08000021,1972,1639,0.8311359026369168,1972,1853,0.9396551724137931,1972,1866,0.9462474645030426,1972,1800,0.9127789046653144,1972,1790,0.907707910750507,1972,1563,0.7925963488843814,Annual,3112,62.400000,0.644233910486769,0.6336760925449871,0.638955001515878,No
6,North Tyneside,North East,E08000022,1659,1510,0.9101868595539482,1659,1594,0.9608197709463532,1659,1607,0.9686558167570826,1659,1585,0.9553948161543099,1659,1567,0.944544906570223,1659,1425,0.8589511754068716,Annual,2294,61.900000,0.7818096135721018,0.7231909328683522,0.7525002732202271,No
7,Northumberland,North East,E06000057,2411,2247,0.931978432185815,2411,2339,0.9701368726669432,2411,2328,0.9655744504355039,2411,2319,0.9618415595188718,2411,2288,0.9489838241393612,2411,2155,0.8938199917046868,Annual,2697,67.500000,0.9163816039528696,0.8939562476826103,0.90516892581774,No
8,Redcar and Cleveland,North East,E06000003,1202,1076,0.8951747088186356,1202,1151,0.9575707154742097,1202,1148,0.9550748752079867,1202,1145,0.9525790349417638,1202,1135,0.9442595673876872,1202,1035,0.8610648918469218,Annual,1340,64.800000,0.8923533778767632,0.8970149253731343,0.8946841516249487,No
9,South Tyneside,North East,E08000023,1472,1174,0.7975543478260869,1472,1228,0.8342391304347826,1472,1196,0.8125,1472,1252,0.8505434782608695,1472,1224,0.8315217391304348,1472,1045,0.7099184782608695,Annual,1490,66.100000,1.003408316291752,0.9879194630872483,0.9956638896895001,No
10,Stockton on Tees,North East,E06000004,1772,1593,0.8989841986455982,1772,1710,0.9650112866817155,1772,1704,0.9616252821670429,1772,1650,0.9311512415349887,1772,1649,0.9305869074492099,1772,1529,0.8628668171557562,Annual,2081,68.100000,0.8527430221366699,0.8515136953387794,0.8521283587377246,No
11,Sunderland,North East,E08000024,2302,2028,0.8809730668983493,2302,2217,0.9630755864465682,2302,2221,0.9648132059079062,2302,2216,0.9626411815812337,2302,2181,0.9474370112945265,2302,1963,0.8527367506516073,Annual,2472,63.700000,0.8766184310738766,0.9312297734627831,0.9039241022683299,No
12,Blackburn with Darwen,North West,E06000008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,2032,63.100000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
13,Blackpool,North West,E06000009,1257,980,0.7796340493237868,1257,1136,0.903739061256961,1257,1142,0.9085123309466985,1257,1112,0.8846459824980112,1257,1088,0.8655529037390612,1257,944,0.750994431185362,Annual,1586,60.100000,0.8839662447257384,0.7925598991172762,0.8382630719215073,No
14,Bolton,North West,E08000001,2818,2426,0.8608942512420156,2818,2619,0.9293825408090844,2818,2529,0.897444996451384,2818,2598,0.921930447125621,2818,2517,0.8931866572036906,2818,2030,0.7203690560681334,Annual,3501,63.500000,0.7552934870008041,0.8049128820337047,0.7801031845172544,No
15,Bury,North West,E08000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,-,63.300000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
16,Cheshire East,North West,E06000049,3420,3070,0.8976608187134503,3420,3237,0.9464912280701754,3420,3337,0.9757309941520468,3420,3307,0.9669590643274854,3420,3259,0.9529239766081872,3420,2778,0.8122807017543859,Annual,3934,66.100000,0.8883116883116883,0.8693441789527199,0.878827933632204,No
17,Cheshire West and Chester,North West,E06000050,2627,2339,0.8903692424819185,2627,2518,0.9585078035782261,2627,2535,0.9649790635706129,2627,2487,0.9467072706509326,2627,2461,0.9368100494861058,2627,2217,0.8439284354777312,Annual,3421,67.100000,0.7647743813682678,0.7679041216018708,0.7663392514850693,No
18,Cumbria,North West,E10000006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,4395,61.500000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
19,Halton,North West,E06000006,1028,862,0.8385214007782101,1028,947,0.9212062256809338,1028,956,0.9299610894941635,1028,949,0.9231517509727627,1028,939,0.9134241245136187,1028,865,0.8414396887159533,Annual,1394,60.100000,0.7259887005649718,0.7374461979913917,0.7317174492781817,No
20,Knowsley,North West,E08000011,1114,983,0.8824057450628366,1114,1065,0.9560143626570916,1114,1073,0.9631956912028725,1114,1055,0.9470377019748654,1114,1048,0.940754039497307,1114,948,0.8509874326750448,Annual,2007,58.700000,0.5712820512820512,0.5550572994519183,0.5631696753669848,No
21,Lancashire,North West,E10000017,8614,7869,0.9135128859995356,8614,8366,0.9712096586951474,8614,8435,0.9792198746227072,8614,8265,0.9594845600185744,8614,8237,0.9562340376131878,8614,7633,0.886115625725563,Annual,12957,62.100000,0.6830544762508921,0.6648143860461526,0.6739344311485224,No
22,Liverpool,North West,E08000012,4913,4023,0.8188479544066761,4913,4794,0.9757785467128027,4913,4685,0.9535925096682272,4913,4651,0.9466720944433137,4913,4607,0.9377162629757786,4913,3830,0.779564420924079,Annual,5297,58.400000,0.941909509202454,0.9275061355484236,0.9347078223754388,No
23,Manchester,North West,E08000003,5252,4450,0.8472962680883473,5252,5042,0.96001523229246,5252,4914,0.9356435643564357,5252,4971,0.9464965727341965,5252,4862,0.9257425742574258,5252,4178,0.7955064737242955,Annual,7228,53.100000,0.7442255916111662,0.7266187050359713,0.7354221483235688,No
24,Oldham,North West,E08000004,2173,1724,0.7933732167510354,2173,1878,0.8642429820524621,2173,1877,0.8637827887712839,2173,1936,0.8909341923607915,2173,1815,0.835250805338242,2173,1369,0.6300046019328118,Annual,3224,59.800000,0.6942492012779553,0.6740074441687345,0.6841283227233449,No
25,Rochdale,North West,E08000005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,-,59.600000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
26,Salford,North West,E08000006,2444,2000,0.8183306055646481,2444,1942,0.7945990180032734,2444,1586,0.648936170212766,2444,1926,0.7880523731587561,2444,2115,0.8653846153846154,2444,1156,0.47299509001636664,Annual,3294,57.700000,0.6935300794551645,0.7419550698239222,0.7177425746395434,No
27,Sefton,North West,E08000014,2455,2128,0.8668024439918534,2455,2404,0.9792260692464358,2455,2385,0.9714867617107943,2455,2351,0.9576374745417515,2455,2117,0.8623217922606925,2455,1853,0.754786150712831,Annual,2700,60.800000,0.9092592592592592,0.9092592592592592,0.9092592592592592,No
28,St Helens,North West,E08000013,1381,1253,0.9073135409123824,1381,1328,0.9616220130340333,1381,1314,0.9514844315713251,1381,1318,0.9543808834178131,1381,1294,0.9370021723388848,1381,1189,0.8609703113685735,Annual,1925,60.900000,0.7444743935309973,0.7174025974025974,0.7309384954667973,No
29,Stockport,North West,E08000007,2879,2330,0.8093087877735324,2879,2638,0.9162903786036818,2879,2627,0.9124696075026051,2879,2701,0.9381729767280306,2879,2568,0.8919763806877388,2879,2049,0.7117054532823898,Annual,3131,65.500000,0.9067716535433071,0.9195145320983711,0.913143092820839,No
30,Tameside,North West,E08000008,2391,1973,0.8251777498954412,2391,2297,0.9606859054788791,2391,2280,0.9535759096612296,2391,2272,0.9502300292764534,2391,2209,0.9238812212463404,2391,1948,0.8147218736930155,Annual,2806,60.100000,0.8829394387001477,0.8521026372059872,0.8675210379530675,No
31,Trafford,North West,E08000009,1826.6666666666667,1609.3333333333333,0.8810218978102189,1826.6666666666667,1700,0.9306569343065693,1826.6666666666667,1717.3333333333333,0.9401459854014598,1826.6666666666667,1688,0.9240875912408759,1826.6666666666667,1664,0.910948905109489,1826.6666666666667,1518.6666666666667,0.8313868613138686,Annual,2534,71.600000,0.717465305053679,0.7205998421468035,0.7190325736002412,No
32,Warrington,North West,E06000007,1638,1434,0.8754578754578755,1638,1572,0.9597069597069597,1638,1562,0.9536019536019537,1638,1533,0.9358974358974359,1638,1509,0.9212454212454212,1638,1428,0.8717948717948718,Annual,2170,69.500000,0.773371104815864,0.7548387096774194,0.7641049072466417,No
33,Wigan,North West,E08000010,2579,2229,0.8642884839084917,2579,2460,0.9538580845288872,2579,2471,0.9581233036060488,2579,2375,0.9208995734780923,2579,2376,0.9212873206669252,2579,2209,0.856533540131834,Annual,3212,62.100000,0.7516758962401632,0.8029265255292652,0.7773012108847142,No
34,Wirral,North West,E08000015,2246,1965,0.8748886910062333,2246,2120,0.943900267141585,2246,2148,0.956366874443455,2246,2075,0.9238646482635797,2246,2047,0.9113980409617097,2246,1875,0.8348174532502226,Annual,3345,62.900000,0.6999065129323777,0.6714499252615844,0.685678219096981,No
35,Barnsley,Yorkshire and The Humber,E08000016,2580,2307,0.8941860465116279,2580,2475,0.9593023255813954,2580,2505,0.9709302325581395,2580,2429,0.9414728682170542,2580,2420,0.937984496124031,2580,2238,0.8674418604651163,Annual,2777,67.100000,0.9492273730684326,0.9290601368383147,0.9391437549533737,No
36,Bradford,Yorkshire and The Humber,E08000032,1723,1383,0.8026697620429484,1723,1585,0.9199071387115496,1723,1548,0.8984329657573998,1723,1536,0.8914683691236216,1723,1502,0.8717353453279164,1723,1200,0.6964596633778294,Annual,7397,62.300000,0.235607821687406,0.23293226983912396,0.234270045763265,No
37,Calderdale,Yorkshire and The Humber,E08000033,1561,1442,0.9237668161434978,1561,1522,0.9750160153747598,1561,1545,0.9897501601537476,1561,1510,0.9673286354900704,1561,1507,0.9654067905188981,1561,1395,0.8936579115951313,Annual,2188,65.400000,0.7173713235294118,0.7134369287020109,0.7154041261157114,No
38,Doncaster,Yorkshire and The Humber,E08000017,3261,2692,0.8255136461208218,3261,3098,0.9500153327200246,3261,3111,0.954001839926403,3261,3130,0.9598282735357252,3261,3043,0.9331493406930389,3261,2584,0.792394970867832,Annual,3538,65.000000,0.9309163574079361,0.9217071791972866,0.9263117683026114,No
39,East Riding of Yorkshire,Yorkshire and The Humber,E06000011,2411,2197,0.9112401493156367,2411,2337,0.969307341352136,2411,2354,0.9763583575279967,2411,2292,0.9506428867689756,2411,2329,0.9659892160929076,2411,2115,0.8772293654085441,Annual,2780,65.200000,0.8492426910884114,0.8672661870503597,0.8582544390693856,No
40,Kingston upon Hull,Yorkshire and The Humber,E06000010,2543,2260,0.8887141171844278,2543,2448,0.962642548171451,2543,2461,0.9677546205269367,2543,2430,0.9555642941407786,2543,2385,0.9378686590640976,2543,2164,0.8509634290208415,Annual,3075,65.000000,0.7929529154973496,0.8269918699186992,0.8099723927080245,No
41,Kirklees,Yorkshire and The Humber,E08000034,1570,1367,0.8707006369426752,1570,1480,0.9426751592356688,1570,1509,0.9611464968152866,1570,1454,0.9261146496815287,1570,1448,0.9222929936305733,1570,1291,0.8222929936305733,Annual,5027,62.500000,0.3200815494393476,0.31231350706186595,0.31619752825060676,No
42,Leeds,Yorkshire and The Humber,E08000035,6723,5839,0.868511081362487,6723,6130,0.9117953294660122,6723,6158,0.915960136843671,6723,6033,0.8973672467648371,6723,5983,0.8899300907333035,6723,5602,0.833258961773018,Annual,9273,61.000000,0.7339519650655022,0.7250080879974118,0.7294800265314569,No
43,North East Lincolnshire,Yorkshire and The Humber,E06000012,1356,1159,0.8547197640117994,1356,1302,0.9601769911504425,1356,1309,0.9653392330383481,1356,1306,0.9631268436578171,1356,1286,0.948377581120944,1356,1115,0.8222713864306784,Annual,1703,64.300000,0.8139255702280912,0.7962419260129184,0.8050837481205049,No
44,North Lincolnshire,Yorkshire and The Humber,E06000013,1503,1340,0.8915502328675982,1503,1446,0.9620758483033932,1503,1461,0.9720558882235529,1503,1419,0.9441117764471058,1503,1418,0.9434464404524284,1503,1288,0.8569527611443779,Annual,1677,65.300000,0.9136778115501519,0.8962432915921288,0.9049605515711403,No
45,North Yorkshire,Yorkshire and The Humber,E10000023,4580,4171,0.9106986899563319,4580,4389,0.9582969432314411,4580,4416,0.9641921397379912,4580,4334,0.9462882096069869,4580,4303,0.9395196506550219,4580,4024,0.8786026200873363,Annual,4929,68.300000,0.8728797408042691,0.9291945627916413,0.9010371517979552,No
46,Rotherham,Yorkshire and The Humber,E08000018,2724,1761,0.6464757709251101,2724,1824,0.6696035242290749,2724,1614,0.5925110132158591,2724,1889,0.6934654919236417,2724,1818,0.6674008810572687,2724,1625,0.5965491923641704,Annual,3142,64.500000,0.9652728561304039,0.8669637173774666,0.9161182867539353,No
47,Sheffield,Yorkshire and The Humber,E08000019,5168,4626,0.8951238390092879,5168,5001,0.9676857585139319,5168,4999,0.9672987616099071,5168,4941,0.9560758513931888,5168,4890,0.9462074303405573,5168,4405,0.8523606811145511,Annual,5959,63.900000,0.8672596073166638,0.8672596073166638,0.8672596073166638,No
48,Wakefield,Yorkshire and The Humber,E08000036,2438,2159,0.8855619360131255,2438,2300,0.9433962264150944,2438,2312,0.948318293683347,2438,2272,0.9319114027891715,2438,2302,0.9442165709598032,2438,2052,0.8416735028712059,Annual,4022,66.100000,0.6139511458071015,0.6061660865241174,0.6100586161656094,No
49,York,Yorkshire and The Humber,E06000014,1307,1209,0.9250191277735271,1307,1260,0.9640397857689365,1307,1271,0.9724560061208876,1307,1272,0.973221117061974,1307,1261,0.964804896710023,1307,1160,0.8875286916602907,Annual,1683,70.900000,0.7906836055656382,0.7765894236482471,0.7836365146069426,No
50,Derby,East Midlands,E06000015,2597,2281,0.8783211397766654,2597,2502,0.9634193299961494,2597,2529,0.973815941470928,2597,2456,0.9457065845206007,2597,2412,0.9287639584135541,2597,2193,0.8444358875625722,Annual,3086,62.900000,0.8875598086124402,0.8415424497731692,0.8645511291928047,No
51,Derbyshire,East Midlands,E10000007,6625,5770,0.8709433962264151,6625,5852,0.8833207547169811,6625,5872,0.8863396226415095,6625,5823,0.878943396226415,6625,5816,0.8778867924528302,6625,5029,0.7590943396226415,Annual,7468,64.400000,0.8930978700458344,0.8871183717193358,0.8901081208825852,No
52,Leicester,East Midlands,E06000016,3545,2865,0.8081805359661495,3545,3255,0.918194640338505,3545,3078,0.868265162200282,3545,3166,0.8930888575458392,3545,3094,0.8727785613540198,3545,2564,0.7232722143864598,Annual,4756,60.200000,0.7920017873100983,0.7453742640874684,0.7686880256987834,No
53,Leicestershire,East Midlands,E10000018,5161.333333333333,4608,0.8927925600619996,5161.333333333333,4854.666666666667,0.9405838284680962,5161.333333333333,4785.333333333333,0.9271506070782743,5161.333333333333,4914.666666666667,0.9522087315939035,5161.333333333333,4781.333333333333,0.9263756135365538,5108,4123,0.8071652310101801,Annual,7231,67.600000,0.7317003294656926,0.7064029871387083,0.7190516583022004,No
54,Lincolnshire,East Midlands,E10000019,1844,1532,0.8308026030368764,1844,1696,0.9197396963123644,1844,1717,0.9311279826464208,1844,1636,0.8872017353579176,1844,1631,0.8844902386117137,1844,1416,0.7678958785249458,Annual,7190,64.100000,0.265974325688735,0.2564673157162726,0.26122082070250385,No
55,North Northamptonshire,East Midlands,E06000061,2624,2020,0.7698170731707317,2624,2338,0.8910060975609756,2624,2335,0.8898628048780488,2624,2259,0.8608993902439024,2624,2239,0.8532774390243902,2624,1948,0.7423780487804879,Annual,3838,62.100000,0.6471023427866831,0.6836894215737364,0.6653958821802097,No
56,Nottingham,East Midlands,E06000018,2896,2388,0.824585635359116,2896,2677,0.924378453038674,2896,2353,0.8125,2896,2552,0.8812154696132597,2896,2428,0.8383977900552486,2896,1866,0.6443370165745856,Annual,3609,60.300000,0.8,0.8024383485730119,0.801219174286506,No
57,Nottinghamshire,East Midlands,E10000024,6852,5941,0.8670461179217747,6852,6494,0.9477524810274373,6852,6775,0.9887624051371863,6852,6612,0.9649737302977233,6852,6493,0.9476065382370111,6852,5694,0.8309982486865148,Annual,8108,66.800000,0.8381651376146789,0.8450912678835718,0.8416282027491253,No
58,Rutland,East Midlands,E06000017,249.33333333333334,217.33333333333334,0.8716577540106952,249.33333333333334,236,0.946524064171123,249.33333333333334,242.66666666666666,0.9732620320855614,-,-,-,249.33333333333334,229.33333333333334,0.9197860962566845,249.33333333333334,202.66666666666666,0.8128342245989304,Annual,343,70.900000,0.8338907469342253,0.7259475218658892,0.7799191344000572,No
59,West Northamptonshire,East Midlands,E06000062,3118,2512,0.8056446440025657,3118,2850,0.914047466324567,3118,2863,0.918216805644644,3118,2770,0.8883899935856319,3118,2752,0.8826170622193714,3118,2441,0.7828736369467607,Annual,4551,65.800000,0.6635454351989785,0.6851241485387827,0.6743347918688806,No
60,Birmingham,West Midlands,E08000025,11080,9443,0.8522563176895307,11080,10537,0.9509927797833935,11080,10520,0.9494584837545126,11080,10434,0.941696750902527,11080,10269,0.9268050541516245,11080,9142,0.8250902527075812,Annual,15691,62.700000,0.7511355162361874,0.7061372761455611,0.7286363961908742,No
