,time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,lad_code,lad_name,characteristic,characteristic_type,gender,children_number,average_elgs,elg_number,elg_percentage,comm_lang_lit_number,comm_lang_lit_percentage,gld_number,gld_percentage
1911,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,Term of birth,Spring-born,Total,1586,14.200000,1008,63.600000,1072,67.600000,1042,65.700000
1912,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,Term of birth,Spring-born,Girls,792,15.000000,575,72.600000,591,74.600000,581,73.400000
1913,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,Term of birth,Spring-born,Boys,794,13.300000,433,54.500000,481,60.600000,461,58.100000
1914,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,Term of birth,Summer-born,Total,1662,12.900000,880,52.900000,941,56.600000,905,54.500000
1915,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,Term of birth,Summer-born,Girls,840,14.200000,526,62.600000,551,65.600000,534,63.600000
1916,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,Term of birth,Summer-born,Boys,822,11.700000,354,43.100000,390,47.400000,371,45.100000
1917,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,No identified SEN,Total,4554,14.800000,3117,68.400000,3276,71.900000,3200,70.300000
1918,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,No identified SEN,Girls,2364,15.400000,1782,75.400000,1844,78.000000,1809,76.500000
1919,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,No identified SEN,Boys,2190,14.200000,1335,61.000000,1432,65.400000,1391,63.500000
1920,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,All SEN,Total,538,7.000000,90,16.700000,116,21.600000,98,18.200000
1921,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,All SEN,Girls,160,7.200000,28,17.500000,32,20.000000,29,18.100000
1922,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,All SEN,Boys,378,7.000000,62,16.400000,84,22.200000,69,18.300000
1923,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,SEN support,Total,453,8.000000,87,19.200000,112,24.700000,95,21.000000
1924,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,SEN support,Girls,141,8.100000,28,19.900000,32,22.700000,29,20.600000
1925,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,SEN support,Boys,312,8.000000,59,18.900000,80,25.600000,66,21.200000
1926,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,EHC plan,Total,85,1.700000,3,3.500000,4,4.700000,3,3.500000
1927,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,EHC plan,Girls,19,0.500000,0,0.000000,0,0.000000,0,0.000000
1928,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,EHC plan,Boys,66,2.000000,3,4.500000,4,6.100000,3,4.500000
1929,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,Unclassified,Total,24,8.000000,2,8.300000,2,8.300000,2,8.300000
1930,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,Unclassified,Girls,12,10.000000,2,16.700000,2,16.700000,2,16.700000
1931,202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,,,SEN provision,Unclassified,Boys,12,5.900000,0,0.000000,0,0.000000,0,0.000000
1932,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Total,Total,Total,1115,13.800000,712,63.900000,748,67.100000,736,66.000000
1933,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Total,Total,Girls,559,15.100000,418,74.800000,429,76.700000,425,76.000000
1934,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Total,Total,Boys,556,12.500000,294,52.900000,319,57.400000,311,55.900000
1935,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,White,Total,1009,13.800000,652,64.600000,683,67.700000,672,66.600000
1936,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,White,Girls,508,15.200000,385,75.800000,395,77.800000,392,77.200000
1937,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,White,Boys,501,12.500000,267,53.300000,288,57.500000,280,55.900000
1938,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Mixed/multiple ethnic groups,Total,30,15.800000,26,86.700000,28,93.300000,27,90.000000
1939,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Mixed/multiple ethnic groups,Girls,12,16.400000,11,91.700000,12,100.000000,11,91.700000
1940,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Mixed/multiple ethnic groups,Boys,18,15.400000,15,83.300000,16,88.900000,16,88.900000
1941,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Asian/Asian British,Total,46,12.500000,23,50.000000,25,54.300000,25,54.300000
1942,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Asian/Asian British,Girls,25,14.000000,15,60.000000,15,60.000000,15,60.000000
1943,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Asian/Asian British,Boys,21,10.800000,8,38.100000,10,47.600000,10,47.600000
1944,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Black/African/Caribbean/Black British,Total,9,13.400000,5,55.600000,6,66.700000,6,66.700000
1945,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Black/African/Caribbean/Black British,Girls,3,14.700000,2,66.700000,2,66.700000,2,66.700000
1946,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Black/African/Caribbean/Black British,Boys,6,12.800000,3,50.000000,4,66.700000,4,66.700000
1947,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Other ethnic group,Total,10,11.700000,6,60.000000,6,60.000000,6,60.000000
1948,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Other ethnic group,Girls,7,13.000000,5,71.400000,5,71.400000,5,71.400000
1949,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Other ethnic group,Boys,3,8.700000,1,33.300000,1,33.300000,1,33.300000
1950,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Unclassified,Total,11,10.400000,0,0.000000,0,0.000000,0,0.000000
1951,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Unclassified,Girls,4,11.500000,0,0.000000,0,0.000000,0,0.000000
1952,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Ethnic group: major,Unclassified,Boys,7,9.700000,0,0.000000,0,0.000000,0,0.000000
1953,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Known or believed to be English,Total,1007,13.900000,654,64.900000,685,68.000000,674,66.900000
1954,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Known or believed to be English,Girls,505,15.200000,385,76.200000,393,77.800000,389,77.000000
1955,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Known or believed to be English,Boys,502,12.600000,269,53.600000,292,58.200000,285,56.800000
1956,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Known or believed to be other than English,Total,100,12.600000,58,58.000000,63,63.000000,62,62.000000
1957,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Known or believed to be other than English,Girls,51,13.800000,33,64.700000,36,70.600000,36,70.600000
1958,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Known or believed to be other than English,Boys,49,11.400000,25,51.000000,27,55.100000,26,53.100000
1959,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Unclassified,Total,8,9.500000,0,0.000000,0,0.000000,0,0.000000
1960,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Unclassified,Girls,3,10.700000,0,0.000000,0,0.000000,0,0.000000
1961,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,First language,Unclassified,Boys,5,8.800000,0,0.000000,0,0.000000,0,0.000000
1962,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Free school meal eligibility,Known to be eligible for free school meals,Total,273,11.700000,132,48.400000,136,49.800000,134,49.100000
1963,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Free school meal eligibility,Known to be eligible for free school meals,Girls,133,13.900000,86,64.700000,87,65.400000,86,64.700000
1964,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Free school meal eligibility,Known to be eligible for free school meals,Boys,140,9.600000,46,32.900000,49,35.000000,48,34.300000
1965,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Free school meal eligibility,Not known to be eligible for free school meals,Total,842,14.500000,580,68.900000,612,72.700000,602,71.500000
1966,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Free school meal eligibility,Not known to be eligible for free school meals,Girls,426,15.400000,332,77.900000,342,80.300000,339,79.600000
1967,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Free school meal eligibility,Not known to be eligible for free school meals,Boys,416,13.500000,248,59.600000,270,64.900000,263,63.200000
1968,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Autumn-born,Total,379,14.500000,271,71.500000,282,74.400000,280,73.900000
1969,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Autumn-born,Girls,173,15.500000,141,81.500000,141,81.500000,141,81.500000
1970,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Autumn-born,Boys,206,13.600000,130,63.100000,141,68.400000,139,67.500000
1971,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Spring-born,Total,366,13.600000,225,61.500000,241,65.800000,236,64.500000
1972,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Spring-born,Girls,189,15.200000,142,75.100000,148,78.300000,148,78.300000
1973,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Spring-born,Boys,177,11.900000,83,46.900000,93,52.500000,88,49.700000
1974,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Summer-born,Total,370,13.200000,216,58.400000,225,60.800000,220,59.500000
1975,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Summer-born,Girls,197,14.600000,135,68.500000,140,71.100000,136,69.000000
1976,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,Term of birth,Summer-born,Boys,173,11.700000,81,46.800000,85,49.100000,84,48.600000
1977,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,No identified SEN,Total,989,14.800000,693,70.100000,729,73.700000,717,72.500000
1978,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,No identified SEN,Girls,528,15.400000,409,77.500000,420,79.500000,416,78.800000
1979,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,No identified SEN,Boys,461,14.100000,284,61.600000,309,67.000000,301,65.300000
1980,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,All SEN,Total,118,5.500000,19,16.100000,19,16.100000,19,16.100000
1981,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,All SEN,Girls,28,8.900000,9,32.100000,9,32.100000,9,32.100000
1982,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,All SEN,Boys,90,4.500000,10,11.100000,10,11.100000,10,11.100000
1983,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,SEN support,Total,91,6.900000,19,20.900000,19,20.900000,19,20.900000
1984,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,SEN support,Girls,22,11.100000,9,40.900000,9,40.900000,9,40.900000
1985,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,SEN support,Boys,69,5.600000,10,14.500000,10,14.500000,10,14.500000
1986,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,EHC plan,Total,27,0.900000,0,0.000000,0,0.000000,0,0.000000
1987,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,EHC plan,Girls,6,0.800000,0,0.000000,0,0.000000,0,0.000000
1988,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,EHC plan,Boys,21,0.900000,0,0.000000,0,0.000000,0,0.000000
1989,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,Unclassified,Total,8,9.500000,0,0.000000,0,0.000000,0,0.000000
1990,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,Unclassified,Girls,3,10.700000,0,0.000000,0,0.000000,0,0.000000
1991,202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,,,SEN provision,Unclassified,Boys,5,8.800000,0,0.000000,0,0.000000,0,0.000000
1992,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Total,Total,Total,2069,14.300000,1260,60.900000,1351,65.300000,1301,62.900000
1993,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Total,Total,Girls,1014,14.900000,688,67.900000,726,71.600000,705,69.500000
1994,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Total,Total,Boys,1055,13.800000,572,54.200000,625,59.200000,596,56.500000
1995,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,White,Total,1797,14.600000,1122,62.400000,1198,66.700000,1156,64.300000
1996,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,White,Girls,893,15.100000,624,69.900000,655,73.300000,636,71.200000
1997,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,White,Boys,904,14.000000,498,55.100000,543,60.100000,520,57.500000
1998,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Mixed/multiple ethnic groups,Total,69,13.700000,40,58.000000,44,63.800000,42,60.900000
1999,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Mixed/multiple ethnic groups,Girls,29,14.100000,17,58.600000,18,62.100000,18,62.100000
2000,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Mixed/multiple ethnic groups,Boys,40,13.400000,23,57.500000,26,65.000000,24,60.000000
2001,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Asian/Asian British,Total,65,12.800000,36,55.400000,39,60.000000,38,58.500000
2002,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Asian/Asian British,Girls,29,13.500000,16,55.200000,17,58.600000,17,58.600000
2003,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Asian/Asian British,Boys,36,12.100000,20,55.600000,22,61.100000,21,58.300000
2004,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Black/African/Caribbean/Black British,Total,56,13.300000,29,51.800000,34,60.700000,31,55.400000
2005,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Black/African/Caribbean/Black British,Girls,31,14.500000,18,58.100000,21,67.700000,20,64.500000
2006,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Black/African/Caribbean/Black British,Boys,25,11.900000,11,44.000000,13,52.000000,11,44.000000
2007,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Other ethnic group,Total,58,12.100000,22,37.900000,24,41.400000,23,39.700000
2008,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Other ethnic group,Girls,21,12.800000,7,33.300000,9,42.900000,8,38.100000
2009,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Other ethnic group,Boys,37,11.700000,15,40.500000,15,40.500000,15,40.500000
2010,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Unclassified,Total,24,10.800000,11,45.800000,12,50.000000,11,45.800000
2011,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Unclassified,Girls,11,11.800000,6,54.500000,6,54.500000,6,54.500000
2012,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,Ethnic group: major,Unclassified,Boys,13,9.900000,5,38.500000,6,46.200000,5,38.500000
2013,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Known or believed to be English,Total,1823,14.500000,1148,63.000000,1216,66.700000,1177,64.600000
2014,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Known or believed to be English,Girls,897,15.100000,637,71.000000,662,73.800000,645,71.900000
2015,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Known or believed to be English,Boys,926,14.000000,511,55.200000,554,59.800000,532,57.500000
2016,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Known or believed to be other than English,Total,193,12.600000,90,46.600000,102,52.800000,98,50.800000
2017,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Known or believed to be other than English,Girls,88,13.500000,40,45.500000,47,53.400000,45,51.100000
2018,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Known or believed to be other than English,Boys,105,11.900000,50,47.600000,55,52.400000,53,50.500000
2019,202122,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,,,First language,Unclassified,Total,53,13.400000,22,41.500000,33,62.300000,26,49.100000
