,time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,lad_code,lad_name,characteristic,characteristic_type,gender,children_number,average_elgs,elg_number,elg_percentage,comm_lang_lit_number,comm_lang_lit_percentage,gld_number,gld_percentage
193,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and black Caribbean,Girls,48,15.000000,34,70.800000,37,77.100000,35,72.900000
194,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and black Caribbean,Boys,38,13.400000,22,57.900000,24,63.200000,22,57.900000
195,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and black African,Total,171,14.200000,112,65.500000,120,70.200000,116,67.800000
196,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and black African,Girls,92,15.200000,68,73.900000,72,78.300000,69,75.000000
197,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and black African,Boys,79,13.100000,44,55.700000,48,60.800000,47,59.500000
198,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and Asian,Total,324,13.900000,210,64.800000,217,67.000000,213,65.700000
199,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and Asian,Girls,153,14.300000,104,68.000000,105,68.600000,104,68.000000
200,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,White and Asian,Boys,171,13.600000,106,62.000000,112,65.500000,109,63.700000
201,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other mixed/multiple ethnic background,Total,377,14.000000,246,65.300000,255,67.600000,251,66.600000
202,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other mixed/multiple ethnic background,Girls,182,14.400000,130,71.400000,133,73.100000,130,71.400000
203,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other mixed/multiple ethnic background,Boys,195,13.500000,116,59.500000,122,62.600000,121,62.100000
204,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Indian,Total,238,13.600000,144,60.500000,157,66.000000,155,65.100000
205,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Indian,Girls,123,14.500000,80,65.000000,86,69.900000,84,68.300000
206,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Indian,Boys,115,12.700000,64,55.700000,71,61.700000,71,61.700000
207,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Pakistani,Total,430,12.500000,226,52.600000,245,57.000000,239,55.600000
208,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Pakistani,Girls,209,14.000000,132,63.200000,138,66.000000,137,65.600000
209,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Pakistani,Boys,221,11.100000,94,42.500000,107,48.400000,102,46.200000
210,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Bangladeshi,Total,295,11.200000,132,44.700000,140,47.500000,139,47.100000
211,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Bangladeshi,Girls,147,12.200000,70,47.600000,76,51.700000,76,51.700000
212,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Bangladeshi,Boys,148,10.200000,62,41.900000,64,43.200000,63,42.600000
213,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Chinese,Total,101,13.900000,66,65.300000,69,68.300000,67,66.300000
214,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Chinese,Girls,43,14.900000,30,69.800000,30,69.800000,30,69.800000
215,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Chinese,Boys,58,13.200000,36,62.100000,39,67.200000,37,63.800000
216,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other Asian background,Total,272,12.800000,146,53.700000,160,58.800000,154,56.600000
217,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other Asian background,Girls,118,14.700000,78,66.100000,85,72.000000,81,68.600000
218,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other Asian background,Boys,154,11.300000,68,44.200000,75,48.700000,73,47.400000
219,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Black Caribbean,Total,10,13.400000,7,70.000000,8,80.000000,7,70.000000
220,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Black Caribbean,Girls,4,17.000000,4,100.000000,4,100.000000,4,100.000000
221,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Black Caribbean,Boys,6,11.000000,3,50.000000,4,66.700000,3,50.000000
222,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Black African,Total,427,13.700000,262,61.400000,286,67.000000,281,65.800000
223,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Black African,Girls,218,14.900000,157,72.000000,168,77.100000,165,75.700000
224,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Black African,Boys,209,12.300000,105,50.200000,118,56.500000,116,55.500000
225,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other black background,Total,68,11.200000,32,47.100000,35,51.500000,34,50.000000
226,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other black background,Girls,43,12.900000,24,55.800000,26,60.500000,26,60.500000
227,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other black background,Boys,25,8.400000,8,32.000000,9,36.000000,8,32.000000
228,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other ethnic group,Total,368,11.800000,167,45.400000,180,48.900000,178,48.400000
229,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other ethnic group,Girls,160,12.600000,80,50.000000,84,52.500000,83,51.900000
230,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Any other ethnic group,Boys,208,11.200000,87,41.800000,96,46.200000,95,45.700000
231,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Unclassified,Total,476,10.900000,190,39.900000,208,43.700000,199,41.800000
232,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Unclassified,Girls,226,12.200000,104,46.000000,113,50.000000,110,48.700000
233,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Ethnic group: minor,Unclassified,Boys,250,9.700000,86,34.400000,95,38.000000,89,35.600000
234,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Known or believed to be English,Total,25525,14.000000,16256,63.700000,17138,67.100000,16682,65.400000
235,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Known or believed to be English,Girls,12565,14.900000,9032,71.900000,9354,74.400000,9157,72.900000
236,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Known or believed to be English,Boys,12960,13.200000,7224,55.700000,7784,60.100000,7525,58.100000
237,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Known or believed to be other than English,Total,2206,12.300000,1115,50.500000,1207,54.700000,1182,53.600000
238,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Known or believed to be other than English,Girls,1047,13.400000,591,56.400000,636,60.700000,622,59.400000
239,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Known or believed to be other than English,Boys,1159,11.400000,524,45.200000,571,49.300000,560,48.300000
240,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Unclassified,Total,363,10.900000,133,36.600000,157,43.300000,142,39.100000
241,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Unclassified,Girls,171,12.100000,66,38.600000,78,45.600000,73,42.700000
242,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,First language,Unclassified,Boys,192,9.800000,67,34.900000,79,41.100000,69,35.900000
243,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Free school meal eligibility,Known to be eligible for free school meals,Total,7357,12.100000,3451,46.900000,3702,50.300000,3586,48.700000
244,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Free school meal eligibility,Known to be eligible for free school meals,Girls,3613,13.400000,2035,56.300000,2149,59.500000,2088,57.800000
245,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Free school meal eligibility,Known to be eligible for free school meals,Boys,3744,10.900000,1416,37.800000,1553,41.500000,1498,40.000000
246,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Free school meal eligibility,Not known to be eligible for free school meals,Total,20737,14.500000,14053,67.800000,14800,71.400000,14420,69.500000
247,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Free school meal eligibility,Not known to be eligible for free school meals,Girls,10170,15.200000,7654,75.300000,7919,77.900000,7764,76.300000
248,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Free school meal eligibility,Not known to be eligible for free school meals,Boys,10567,13.800000,6399,60.600000,6881,65.100000,6656,63.000000
249,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Autumn-born,Total,9867,14.700000,7055,71.500000,7377,74.800000,7227,73.200000
250,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Autumn-born,Girls,4856,15.400000,3820,78.700000,3944,81.200000,3875,79.800000
251,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Autumn-born,Boys,5011,14.000000,3235,64.600000,3433,68.500000,3352,66.900000
252,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Spring-born,Total,8824,13.900000,5467,62.000000,5796,65.700000,5625,63.700000
253,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Spring-born,Girls,4307,14.800000,3030,70.400000,3145,73.000000,3080,71.500000
254,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Spring-born,Boys,4517,13.100000,2437,54.000000,2651,58.700000,2545,56.300000
255,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Summer-born,Total,9403,13.000000,4982,53.000000,5329,56.700000,5154,54.800000
256,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Summer-born,Girls,4620,14.000000,2839,61.500000,2979,64.500000,2897,62.700000
257,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,Term of birth,Summer-born,Boys,4783,11.900000,2143,44.800000,2350,49.100000,2257,47.200000
258,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,No identified SEN,Total,24565,14.800000,16882,68.700000,17742,72.200000,17329,70.500000
259,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,No identified SEN,Girls,12686,15.300000,9446,74.500000,9786,77.100000,9598,75.700000
260,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,No identified SEN,Boys,11879,14.300000,7436,62.600000,7956,67.000000,7731,65.100000
261,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,All SEN,Total,3313,7.000000,568,17.100000,700,21.100000,619,18.700000
262,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,All SEN,Girls,999,7.900000,223,22.300000,259,25.900000,232,23.200000
263,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,All SEN,Boys,2314,6.500000,345,14.900000,441,19.100000,387,16.700000
264,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,SEN support,Total,2680,8.200000,553,20.600000,675,25.200000,601,22.400000
265,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,SEN support,Girls,823,9.200000,218,26.500000,251,30.500000,226,27.500000
266,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,SEN support,Boys,1857,7.700000,335,18.000000,424,22.800000,375,20.200000
267,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,EHC plan,Total,633,1.800000,15,2.400000,25,3.900000,18,2.800000
268,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,EHC plan,Girls,176,2.100000,5,2.800000,8,4.500000,6,3.400000
269,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,EHC plan,Boys,457,1.700000,10,2.200000,17,3.700000,12,2.600000
270,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,Unclassified,Total,216,8.500000,54,25.000000,60,27.800000,58,26.900000
271,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,Unclassified,Girls,98,9.000000,20,20.400000,23,23.500000,22,22.400000
272,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN provision,Unclassified,Boys,118,8.100000,34,28.800000,37,31.400000,36,30.500000
273,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Specific learning difficulty,Total,54,4.000000,2,3.700000,4,7.400000,3,5.600000
274,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Specific learning difficulty,Girls,20,4.900000,1,5.000000,2,10.000000,2,10.000000
275,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Specific learning difficulty,Boys,34,3.500000,1,2.900000,2,5.900000,1,2.900000
276,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Moderate learning difficulty,Total,142,5.400000,12,8.500000,16,11.300000,15,10.600000
277,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Moderate learning difficulty,Girls,42,6.600000,4,9.500000,5,11.900000,5,11.900000
278,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Moderate learning difficulty,Boys,100,4.900000,8,8.000000,11,11.000000,10,10.000000
279,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Severe learning difficulty,Total,82,0.400000,0,0.000000,0,0.000000,0,0.000000
280,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Severe learning difficulty,Girls,25,0.200000,0,0.000000,0,0.000000,0,0.000000
281,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Severe learning difficulty,Boys,57,0.500000,0,0.000000,0,0.000000,0,0.000000
282,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Profound and multiple learning difficulties,Total,30,0.300000,0,0.000000,0,0.000000,0,0.000000
283,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Profound and multiple learning difficulties,Girls,14,0.400000,0,0.000000,0,0.000000,0,0.000000
284,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Profound and multiple learning difficulties,Boys,16,0.100000,0,0.000000,0,0.000000,0,0.000000
285,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,"Social, emotional and mental health",Total,381,8.800000,78,20.500000,109,28.600000,85,22.300000
286,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,"Social, emotional and mental health",Girls,96,10.100000,29,30.200000,36,37.500000,31,32.300000
287,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,"Social, emotional and mental health",Boys,285,8.300000,49,17.200000,73,25.600000,54,18.900000
288,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,"Speech, language and communication needs",Total,1783,7.900000,365,20.500000,429,24.100000,398,22.300000
289,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,"Speech, language and communication needs",Girls,560,9.000000,153,27.300000,168,30.000000,157,28.000000
290,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,"Speech, language and communication needs",Boys,1223,7.300000,212,17.300000,261,21.300000,241,19.700000
291,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Hearing impairment,Total,44,9.900000,12,27.300000,14,31.800000,13,29.500000
292,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Hearing impairment,Girls,15,10.400000,3,20.000000,3,20.000000,3,20.000000
293,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Hearing impairment,Boys,29,9.600000,9,31.000000,11,37.900000,10,34.500000
294,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Visual impairment,Total,28,10.400000,9,32.100000,9,32.100000,9,32.100000
295,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Visual impairment,Girls,15,8.700000,4,26.700000,4,26.700000,4,26.700000
296,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Visual impairment,Boys,13,12.500000,5,38.500000,5,38.500000,5,38.500000
297,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Multi-sensory impairment,Total,17,8.100000,4,23.500000,6,35.300000,4,23.500000
298,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Multi-sensory impairment,Girls,10,7.700000,3,30.000000,4,40.000000,3,30.000000
299,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Multi-sensory impairment,Boys,7,8.700000,1,14.300000,2,28.600000,1,14.300000
300,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Physical disability,Total,96,7.700000,16,16.700000,23,24.000000,17,17.700000
301,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Physical disability,Girls,36,7.200000,8,22.200000,9,25.000000,8,22.200000
302,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Physical disability,Boys,60,8.000000,8,13.300000,14,23.300000,9,15.000000
303,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Autistic spectrum disorder,Total,484,4.100000,45,9.300000,58,12.000000,48,9.900000
304,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Autistic spectrum disorder,Girls,104,4.500000,9,8.700000,15,14.400000,10,9.600000
305,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Autistic spectrum disorder,Boys,380,4.000000,36,9.500000,43,11.300000,38,10.000000
306,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Other difficulty or disability,Total,63,7.200000,12,19.000000,15,23.800000,12,19.000000
307,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Other difficulty or disability,Girls,29,7.000000,5,17.200000,7,24.100000,5,17.200000
308,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,Other difficulty or disability,Boys,34,7.300000,7,20.600000,8,23.500000,7,20.600000
309,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,SEN support but no specialist assessment of type of need,Total,99,6.700000,13,13.100000,17,17.200000,15,15.200000
310,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,SEN support but no specialist assessment of type of need,Girls,32,7.700000,4,12.500000,6,18.800000,4,12.500000
311,202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,,,SEN primary need,SEN support but no specialist assessment of type of need,Boys,67,6.200000,9,13.400000,11,16.400000,11,16.400000
312,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Total,Total,Total,84875,13.600000,50659,59.700000,53977,63.600000,52380,61.700000
313,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Total,Total,Girls,41356,14.500000,27879,67.400000,29247,70.700000,28524,69.000000
314,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Total,Total,Boys,43519,12.800000,22780,52.300000,24730,56.800000,23856,54.800000
315,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Ethnic group: major,White,Total,64226,13.900000,39542,61.600000,41967,65.300000,40650,63.300000
316,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Ethnic group: major,White,Girls,31242,14.800000,21673,69.400000,22642,72.500000,22063,70.600000
317,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Ethnic group: major,White,Boys,32984,13.200000,17869,54.200000,19325,58.600000,18587,56.400000
318,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Ethnic group: major,Mixed/multiple ethnic groups,Total,4481,13.600000,2707,60.400000,2880,64.300000,2803,62.600000
319,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Ethnic group: major,Mixed/multiple ethnic groups,Girls,2160,14.600000,1471,68.100000,1538,71.200000,1505,69.700000
320,202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,,,Ethnic group: major,Mixed/multiple ethnic groups,Boys,2321,12.800000,1236,53.300000,1342,57.800000,1298,55.900000
